"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
1993-11-23,"Blackburn","Coventry",2,1,"H",NA,NA,NA,NA,"1993-1994","BLB","COV",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-23,"Everton","Leeds",1,1,"D",NA,NA,NA,NA,"1993-1994","EVE","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-24,"Aston Villa","Southampton",0,2,"A",NA,NA,NA,NA,"1993-1994","AVA","SOU",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-11-24,"Man United","Ipswich",0,0,"D",NA,NA,NA,NA,"1993-1994","MUN","IPS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-24,"Newcastle","Sheffield United",4,0,"H",NA,NA,NA,NA,"1993-1994","NEW","SHU",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1993-11-24,"Sheffield Weds","Oldham",3,0,"H",NA,NA,NA,NA,"1993-1994","SHW","OLD",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1993-11-24,"Swindon","QPR",1,0,"H",NA,NA,NA,NA,"1993-1994","SWI","QPR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-24,"Tottenham","Wimbledon",1,1,"D",NA,NA,NA,NA,"1993-1994","TOT","WIM",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-24,"West Ham","Arsenal",0,0,"D",NA,NA,NA,NA,"1993-1994","WHU","ARS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-27,"Arsenal","Newcastle",2,1,"H",NA,NA,NA,NA,"1993-1994","ARS","NEW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-27,"Coventry","Man United",0,1,"A",NA,NA,NA,NA,"1993-1994","COV","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-11-27,"Ipswich","Blackburn",1,0,"H",NA,NA,NA,NA,"1993-1994","IPS","BLB",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-27,"Leeds","Swindon",3,0,"H",NA,NA,NA,NA,"1993-1994","LEE","SWI",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1993-11-27,"Man City","Sheffield Weds",1,3,"A",NA,NA,NA,NA,"1993-1994","MCI","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-11-27,"Oldham","Norwich",2,1,"H",NA,NA,NA,NA,"1993-1994","OLD","NOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-27,"QPR","Tottenham",1,1,"D",NA,NA,NA,NA,"1993-1994","QPR","TOT",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-27,"Sheffield United","Chelsea",1,0,"H",NA,NA,NA,NA,"1993-1994","SHU","CHE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-27,"Wimbledon","Everton",1,1,"D",NA,NA,NA,NA,"1993-1994","WIM","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-11-28,"Liverpool","Aston Villa",2,1,"H",NA,NA,NA,NA,"1993-1994","LIV","AVA",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-11-29,"Southampton","West Ham",0,2,"A",NA,NA,NA,NA,"1993-1994","SOU","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-04,"Coventry","Arsenal",1,0,"H",NA,NA,NA,NA,"1993-1994","COV","ARS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-04,"Everton","Southampton",1,0,"H",NA,NA,NA,NA,"1993-1994","EVE","SOU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-04,"Ipswich","Oldham",0,0,"D",NA,NA,NA,NA,"1993-1994","IPS","OLD",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-04,"Leeds","Man City",3,2,"H",NA,NA,NA,NA,"1993-1994","LEE","MCI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-04,"Man United","Norwich",2,2,"D",NA,NA,NA,NA,"1993-1994","MUN","NOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-04,"QPR","Aston Villa",2,2,"D",NA,NA,NA,NA,"1993-1994","QPR","AVA",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-04,"Sheffield Weds","Liverpool",3,1,"H",NA,NA,NA,NA,"1993-1994","SHW","LIV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-04,"Swindon","Sheffield United",0,0,"D",NA,NA,NA,NA,"1993-1994","SWI","SHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-04,"Tottenham","Newcastle",1,2,"A",NA,NA,NA,NA,"1993-1994","TOT","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-04,"Wimbledon","West Ham",1,2,"A",NA,NA,NA,NA,"1993-1994","WIM","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-05,"Blackburn","Chelsea",2,0,"H",NA,NA,NA,NA,"1993-1994","BLB","CHE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-06,"Arsenal","Tottenham",1,1,"D",NA,NA,NA,NA,"1993-1994","ARS","TOT",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-07,"Oldham","Swindon",2,1,"H",NA,NA,NA,NA,"1993-1994","OLD","SWI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-07,"Sheffield United","Man United",0,3,"A",NA,NA,NA,NA,"1993-1994","SHU","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1993-12-08,"Aston Villa","Sheffield Weds",2,2,"D",NA,NA,NA,NA,"1993-1994","AVA","SHW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-08,"Liverpool","QPR",3,2,"H",NA,NA,NA,NA,"1993-1994","LIV","QPR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-08,"Man City","Everton",1,0,"H",NA,NA,NA,NA,"1993-1994","MCI","EVE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-08,"Southampton","Ipswich",0,1,"A",NA,NA,NA,NA,"1993-1994","SOU","IPS",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-08,"West Ham","Leeds",0,1,"A",NA,NA,NA,NA,"1993-1994","WHU","LEE",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-11,"Aston Villa","Wimbledon",0,1,"A",NA,NA,NA,NA,"1993-1994","AVA","WIM",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-11,"Chelsea","Ipswich",1,1,"D",NA,NA,NA,NA,"1993-1994","CHE","IPS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-11,"Liverpool","Swindon",2,2,"D",NA,NA,NA,NA,"1993-1994","LIV","SWI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-11,"Man City","Tottenham",0,2,"A",NA,NA,NA,NA,"1993-1994","MCI","TOT",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-11,"Newcastle","Man United",1,1,"D",NA,NA,NA,NA,"1993-1994","NEW","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-11,"Oldham","Blackburn",1,2,"A",NA,NA,NA,NA,"1993-1994","OLD","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-11,"Sheffield United","Everton",0,0,"D",NA,NA,NA,NA,"1993-1994","SHU","EVE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-11,"Southampton","QPR",0,1,"A",NA,NA,NA,NA,"1993-1994","SOU","QPR",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-11,"West Ham","Coventry",3,2,"H",NA,NA,NA,NA,"1993-1994","WHU","COV",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-12,"Arsenal","Sheffield Weds",1,0,"H",NA,NA,NA,NA,"1993-1994","ARS","SHW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-13,"Norwich","Leeds",2,1,"H",NA,NA,NA,NA,"1993-1994","NOR","LEE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-18,"Blackburn","Man City",2,0,"H",NA,NA,NA,NA,"1993-1994","BLB","MCI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-18,"Coventry","Oldham",1,1,"D",NA,NA,NA,NA,"1993-1994","COV","OLD",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-18,"Everton","Newcastle",0,2,"A",NA,NA,NA,NA,"1993-1994","EVE","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-18,"Ipswich","Norwich",2,1,"H",NA,NA,NA,NA,"1993-1994","IPS","NOR",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-18,"Leeds","Arsenal",2,1,"H",NA,NA,NA,NA,"1993-1994","LEE","ARS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-18,"Sheffield Weds","West Ham",5,0,"H",NA,NA,NA,NA,"1993-1994","SHW","WHU",NA,NA,NA,NA,NA,NA,NA,NA,5,-5
1993-12-18,"Swindon","Southampton",2,1,"H",NA,NA,NA,NA,"1993-1994","SWI","SOU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-18,"Tottenham","Liverpool",3,3,"D",NA,NA,NA,NA,"1993-1994","TOT","LIV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-18,"Wimbledon","Sheffield United",2,0,"H",NA,NA,NA,NA,"1993-1994","WIM","SHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-19,"Man United","Aston Villa",3,1,"H",NA,NA,NA,NA,"1993-1994","MUN","AVA",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-22,"Newcastle","Leeds",1,1,"D",NA,NA,NA,NA,"1993-1994","NEW","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-26,"Man United","Blackburn",1,1,"D",NA,NA,NA,NA,"1993-1994","MUN","BLB",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-26,"Sheffield United","Liverpool",0,0,"D",NA,NA,NA,NA,"1993-1994","SHU","LIV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-26,"Wimbledon","Coventry",1,2,"A",NA,NA,NA,NA,"1993-1994","WIM","COV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-27,"Everton","Sheffield Weds",0,2,"A",NA,NA,NA,NA,"1993-1994","EVE","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-27,"Ipswich","West Ham",1,1,"D",NA,NA,NA,NA,"1993-1994","IPS","WHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-27,"QPR","Oldham",2,0,"H",NA,NA,NA,NA,"1993-1994","QPR","OLD",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-27,"Southampton","Chelsea",3,1,"H",NA,NA,NA,NA,"1993-1994","SOU","CHE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-27,"Swindon","Arsenal",0,4,"A",NA,NA,NA,NA,"1993-1994","SWI","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-4,4
1993-12-27,"Tottenham","Norwich",1,3,"A",NA,NA,NA,NA,"1993-1994","TOT","NOR",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-28,"Chelsea","Newcastle",1,0,"H",NA,NA,NA,NA,"1993-1994","CHE","NEW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1993-12-28,"Liverpool","Wimbledon",1,1,"D",NA,NA,NA,NA,"1993-1994","LIV","WIM",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-28,"Man City","Southampton",1,1,"D",NA,NA,NA,NA,"1993-1994","MCI","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-28,"West Ham","Tottenham",1,3,"A",NA,NA,NA,NA,"1993-1994","WHU","TOT",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1993-12-29,"Arsenal","Sheffield United",3,0,"H",NA,NA,NA,NA,"1993-1994","ARS","SHU",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1993-12-29,"Blackburn","Everton",2,0,"H",NA,NA,NA,NA,"1993-1994","BLB","EVE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1993-12-29,"Leeds","QPR",1,1,"D",NA,NA,NA,NA,"1993-1994","LEE","QPR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1993-12-29,"Norwich","Aston Villa",1,2,"A",NA,NA,NA,NA,"1993-1994","NOR","AVA",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1993-12-29,"Oldham","Man United",2,5,"A",NA,NA,NA,NA,"1993-1994","OLD","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1993-12-29,"Sheffield Weds","Swindon",3,3,"D",NA,NA,NA,NA,"1993-1994","SHW","SWI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-01,"Aston Villa","Blackburn",0,1,"A",NA,NA,NA,NA,"1993-1994","AVA","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Everton","West Ham",0,1,"A",NA,NA,NA,NA,"1993-1994","EVE","WHU",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Ipswich","Liverpool",1,2,"A",NA,NA,NA,NA,"1993-1994","IPS","LIV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Man United","Leeds",0,0,"D",NA,NA,NA,NA,"1993-1994","MUN","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-01,"Newcastle","Man City",2,0,"H",NA,NA,NA,NA,"1993-1994","NEW","MCI",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-01-01,"QPR","Sheffield Weds",1,2,"A",NA,NA,NA,NA,"1993-1994","QPR","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Sheffield United","Oldham",2,1,"H",NA,NA,NA,NA,"1993-1994","SHU","OLD",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-01,"Southampton","Norwich",0,1,"A",NA,NA,NA,NA,"1993-1994","SOU","NOR",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Swindon","Chelsea",1,3,"A",NA,NA,NA,NA,"1993-1994","SWI","CHE",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-01-01,"Tottenham","Coventry",1,2,"A",NA,NA,NA,NA,"1993-1994","TOT","COV",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-01,"Wimbledon","Arsenal",0,3,"A",NA,NA,NA,NA,"1993-1994","WIM","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1994-01-03,"Arsenal","QPR",0,0,"D",NA,NA,NA,NA,"1993-1994","ARS","QPR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-03,"Chelsea","Everton",4,2,"H",NA,NA,NA,NA,"1993-1994","CHE","EVE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-01-03,"Coventry","Swindon",1,1,"D",NA,NA,NA,NA,"1993-1994","COV","SWI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-03,"Sheffield Weds","Tottenham",1,0,"H",NA,NA,NA,NA,"1993-1994","SHW","TOT",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-03,"West Ham","Sheffield United",0,0,"D",NA,NA,NA,NA,"1993-1994","WHU","SHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-04,"Liverpool","Man United",3,3,"D",NA,NA,NA,NA,"1993-1994","LIV","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-04,"Norwich","Newcastle",1,2,"A",NA,NA,NA,NA,"1993-1994","NOR","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-15,"Aston Villa","West Ham",3,1,"H",NA,NA,NA,NA,"1993-1994","AVA","WHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-01-15,"Everton","Swindon",6,2,"H",NA,NA,NA,NA,"1993-1994","EVE","SWI",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1994-01-15,"Leeds","Ipswich",0,0,"D",NA,NA,NA,NA,"1993-1994","LEE","IPS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-15,"Man City","Arsenal",0,0,"D",NA,NA,NA,NA,"1993-1994","MCI","ARS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-15,"Norwich","Chelsea",1,1,"D",NA,NA,NA,NA,"1993-1994","NOR","CHE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-15,"Oldham","Liverpool",0,3,"A",NA,NA,NA,NA,"1993-1994","OLD","LIV",NA,NA,NA,NA,NA,NA,NA,NA,-3,3
1994-01-15,"Sheffield United","Blackburn",1,2,"A",NA,NA,NA,NA,"1993-1994","SHU","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-15,"Southampton","Coventry",1,0,"H",NA,NA,NA,NA,"1993-1994","SOU","COV",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-15,"Tottenham","Man United",0,1,"A",NA,NA,NA,NA,"1993-1994","TOT","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-15,"Wimbledon","Sheffield Weds",2,1,"H",NA,NA,NA,NA,"1993-1994","WIM","SHW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-16,"QPR","Newcastle",1,2,"A",NA,NA,NA,NA,"1993-1994","QPR","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-22,"Arsenal","Oldham",1,1,"D",NA,NA,NA,NA,"1993-1994","ARS","OLD",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-22,"Chelsea","Aston Villa",1,1,"D",NA,NA,NA,NA,"1993-1994","CHE","AVA",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-22,"Coventry","QPR",0,1,"A",NA,NA,NA,NA,"1993-1994","COV","QPR",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-22,"Ipswich","Wimbledon",0,0,"D",NA,NA,NA,NA,"1993-1994","IPS","WIM",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-01-22,"Liverpool","Man City",2,1,"H",NA,NA,NA,NA,"1993-1994","LIV","MCI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-22,"Man United","Everton",1,0,"H",NA,NA,NA,NA,"1993-1994","MUN","EVE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-22,"Newcastle","Southampton",1,2,"A",NA,NA,NA,NA,"1993-1994","NEW","SOU",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-01-22,"Sheffield Weds","Sheffield United",3,1,"H",NA,NA,NA,NA,"1993-1994","SHW","SHU",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-01-22,"Swindon","Tottenham",2,1,"H",NA,NA,NA,NA,"1993-1994","SWI","TOT",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-23,"Blackburn","Leeds",2,1,"H",NA,NA,NA,NA,"1993-1994","BLB","LEE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-01-24,"West Ham","Norwich",3,3,"D",NA,NA,NA,NA,"1993-1994","WHU","NOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-02,"Coventry","Ipswich",1,0,"H",NA,NA,NA,NA,"1993-1994","COV","IPS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-05,"Blackburn","Wimbledon",3,0,"H",NA,NA,NA,NA,"1993-1994","BLB","WIM",NA,NA,NA,NA,NA,NA,NA,NA,3,-3
1994-02-05,"Everton","Chelsea",4,2,"H",NA,NA,NA,NA,"1993-1994","EVE","CHE",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-02-05,"Man City","Ipswich",2,1,"H",NA,NA,NA,NA,"1993-1994","MCI","IPS",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-05,"Norwich","Liverpool",2,2,"D",NA,NA,NA,NA,"1993-1994","NOR","LIV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-05,"Oldham","Southampton",2,1,"H",NA,NA,NA,NA,"1993-1994","OLD","SOU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-05,"QPR","Man United",2,3,"A",NA,NA,NA,NA,"1993-1994","QPR","MUN",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-02-05,"Swindon","Coventry",3,1,"H",NA,NA,NA,NA,"1993-1994","SWI","COV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-02-05,"Tottenham","Sheffield Weds",1,3,"A",NA,NA,NA,NA,"1993-1994","TOT","SHW",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-02-06,"Aston Villa","Leeds",1,0,"H",NA,NA,NA,NA,"1993-1994","AVA","LEE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-12,"Aston Villa","Swindon",5,0,"H",NA,NA,NA,NA,"1993-1994","AVA","SWI",NA,NA,NA,NA,NA,NA,NA,NA,5,-5
1994-02-12,"Everton","Ipswich",0,0,"D",NA,NA,NA,NA,"1993-1994","EVE","IPS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-12,"Man City","West Ham",0,0,"D",NA,NA,NA,NA,"1993-1994","MCI","WHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-12,"Oldham","Chelsea",2,1,"H",NA,NA,NA,NA,"1993-1994","OLD","CHE",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-12,"Sheffield United","Coventry",0,0,"D",NA,NA,NA,NA,"1993-1994","SHU","COV",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-12,"Tottenham","Blackburn",0,2,"A",NA,NA,NA,NA,"1993-1994","TOT","BLB",NA,NA,NA,NA,NA,NA,NA,NA,-2,2
1994-02-12,"Wimbledon","Newcastle",4,2,"H",NA,NA,NA,NA,"1993-1994","WIM","NEW",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-02-13,"Norwich","Arsenal",1,1,"D",NA,NA,NA,NA,"1993-1994","NOR","ARS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-14,"Southampton","Liverpool",4,2,"H",NA,NA,NA,NA,"1993-1994","SOU","LIV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-02-19,"Blackburn","Newcastle",1,0,"H",NA,NA,NA,NA,"1993-1994","BLB","NEW",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-19,"Coventry","Man City",4,0,"H",NA,NA,NA,NA,"1993-1994","COV","MCI",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1994-02-19,"Everton","Arsenal",1,1,"D",NA,NA,NA,NA,"1993-1994","EVE","ARS",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-19,"Leeds","Liverpool",2,0,"H",NA,NA,NA,NA,"1993-1994","LEE","LIV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-02-19,"Swindon","Norwich",3,3,"D",NA,NA,NA,NA,"1993-1994","SWI","NOR",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-22,"Aston Villa","Man City",0,0,"D",NA,NA,NA,NA,"1993-1994","AVA","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-22,"Norwich","Blackburn",2,2,"D",NA,NA,NA,NA,"1993-1994","NOR","BLB",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-23,"Newcastle","Coventry",4,0,"H",NA,NA,NA,NA,"1993-1994","NEW","COV",NA,NA,NA,NA,NA,NA,NA,NA,4,-4
1994-02-26,"Arsenal","Blackburn",1,0,"H",NA,NA,NA,NA,"1993-1994","ARS","BLB",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-26,"Ipswich","Sheffield United",3,2,"H",NA,NA,NA,NA,"1993-1994","IPS","SHU",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-26,"Liverpool","Coventry",1,0,"H",NA,NA,NA,NA,"1993-1994","LIV","COV",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-26,"Man City","Swindon",2,1,"H",NA,NA,NA,NA,"1993-1994","MCI","SWI",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-26,"Norwich","Sheffield Weds",1,1,"D",NA,NA,NA,NA,"1993-1994","NOR","SHW",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-26,"Southampton","Wimbledon",1,0,"H",NA,NA,NA,NA,"1993-1994","SOU","WIM",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-26,"West Ham","Man United",2,2,"D",NA,NA,NA,NA,"1993-1994","WHU","MUN",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-02-27,"Chelsea","Tottenham",4,3,"H",NA,NA,NA,NA,"1993-1994","CHE","TOT",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-02-28,"Oldham","Leeds",1,1,"D",NA,NA,NA,NA,"1993-1994","OLD","LEE",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-02,"Tottenham","Aston Villa",1,1,"D",NA,NA,NA,NA,"1993-1994","TOT","AVA",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-05,"Blackburn","Liverpool",2,0,"H",NA,NA,NA,NA,"1993-1994","BLB","LIV",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-03-05,"Everton","Oldham",2,1,"H",NA,NA,NA,NA,"1993-1994","EVE","OLD",NA,NA,NA,NA,NA,NA,NA,NA,1,-1
1994-03-05,"Ipswich","Arsenal",1,5,"A",NA,NA,NA,NA,"1993-1994","IPS","ARS",NA,NA,NA,NA,NA,NA,NA,NA,-4,4
1994-03-05,"Leeds","Southampton",0,0,"D",NA,NA,NA,NA,"1993-1994","LEE","SOU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-05,"Man United","Chelsea",0,1,"A",NA,NA,NA,NA,"1993-1994","MUN","CHE",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-03-05,"QPR","Man City",1,1,"D",NA,NA,NA,NA,"1993-1994","QPR","MCI",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-05,"Sheffield Weds","Newcastle",0,1,"A",NA,NA,NA,NA,"1993-1994","SHW","NEW",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-03-05,"Swindon","West Ham",1,1,"D",NA,NA,NA,NA,"1993-1994","SWI","WHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-05,"Tottenham","Sheffield United",2,2,"D",NA,NA,NA,NA,"1993-1994","TOT","SHU",NA,NA,NA,NA,NA,NA,NA,NA,0,0
1994-03-05,"Wimbledon","Norwich",3,1,"H",NA,NA,NA,NA,"1993-1994","WIM","NOR",NA,NA,NA,NA,NA,NA,NA,NA,2,-2
1994-03-06,"Coventry","Aston Villa",0,1,"A",NA,NA,NA,NA,"1993-1994","COV","AVA",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
1994-03-12,"Aston Villa","Ipswich",0,1,"A",NA,NA,NA,NA,"1993-1994","AVA","IPS",NA,NA,NA,NA,NA,NA,NA,NA,-1,1
